text,intent
i do not know how to enter the new shippin address,set_up_shipping_address
find information about subscribing to your newsletter,newsletter_subscription
i missed a fucking product in purchase order number,change_order
i needassistance sending some feedback about your company,review
i would like to check if there are any news on the refund,track_refund
help me to check ur allowed payment options,check_payment_methods
help to see how long it takes for my item to arrive,delivery_period
is it possible to track purchase order number?,track_order
need assistance contacting an operator,contact_human_agent
i need assistance notifying of a payment probelm,payment_issue
i have to leave a comment about a service i need help,review
i need assistance seeing the eta of order order number,track_order
i want information about the deletion of a gold account,delete_account
y i cant set my secondary deilvery address valid up,set_up_shipping_address
what do i need to do to chat with a person?,contact_human_agent
help me submit some feedback for a service,review
i have to restore my profile pin,recover_password
there are issues modifying my address,change_shipping_address
i have to notify of errors with registrations,registration_problems
i dont know how i can open a gold account for my daughter,create_account
help taking a quick look at the bill 00108,check_invoice
how do i inform of a issue with a signup?,registration_problems
assistance reporting issues with signup,registration_problems
i dont know how i can change to the standard account,switch_account
i have to retrieve the key of my user,recover_password
can ya help me to see what payment options ya accept,check_payment_methods
help seeing how long it takes for my item to arrive,delivery_period
want help checking ur money back policy,check_refund_policy
i have made a mistake i wanna edit order order number,change_order
is it possible to place a bloody order from delivery city,delivery_options
i have a question about the cancellation of my account type account,delete_account
i dont know how to see the invoice 12588,check_invoice
assistance to see my compensation status,track_refund
i have problems with the removal of my premium account,delete_account
can ya help me to get my bills from person name,get_invoice
can you help me see the eta of the order order number?,track_order
can uhelp me looking for the bills from person name,check_invoice
i need help seeing hte early exit charge,check_cancellation_fee
i need help checking the early exit fee,check_cancellation_fee
i do not know how i can report an error with registrations,registration_problems
look for bill 85632,check_invoice
i need assistance to contact a live agent,contact_human_agent
i tfy to see how soon can i expect my shipment,delivery_period
i have got to find invoice 37777,check_invoice
how to receive ur newseltter,newsletter_subscription
want help to speak with an person,contact_human_agent
would it be possible to open a account type account for my daughter?,create_account
could you help me cancel a gold account?,delete_account
i need assistance informing of a problem with signup,registration_problems
i would like to see in which cases can i request a refund,check_refund_policy
where do i recover the access key of my user account?,recover_password
i need to notify of an error with a signup,registration_problems
i do not know what to do to change to the standard account,switch_account
can you show me how long it takes for my shipment to arrive?,delivery_period
want assistance to download my invoice 12588,get_invoice
what is order order number current status,track_order
i need to modify the information on my user,edit_account
icannot afford order order number could i cancel it,cancel_order
i try to buy some articles,place_order
i have to see the withdrawal penalties help me,check_cancellation_fee
want help trying to correct the address,change_shipping_address
need help to send my feedback for ur services,review
could you help me lodge a customer reclamation?,complaint
need assistance to obtain a refund of money,get_refund
i need help to change to the account type account,switch_account
i want assistance chatting with someone,contact_human_agent
hep using the account category profile,switch_account
can i check how long it takes for my delivery to arrive,delivery_period
help me to switch an item of order order number,change_order
i call to see how soon can i expect my parcel,delivery_period
help me call customer service,contact_customer_service
i dont know how to inform of an issue with registrations,registration_problems
i have to edit my delivery address,change_shipping_address
i do not understand you i awnt to talk with someone,contact_human_agent
help me submitting feedback about your company,review
can i change to the gold account?,switch_account
want help informing of a registration error,registration_problems
can i check the bills from person name?,check_invoice
need to see my damn bill from person name how to do it,check_invoice
i have to receive your corporate newsletter help me,newsletter_subscription
i dont know how i could talk to customer support,contact_customer_service
i want to check in which situations can i ask to be refunded,check_refund_policy
i dont know how i can send my feedback about ur products,review
where can i find information about a lost pwd,recover_password
what do i need to do to download the invoice 12588?,get_invoice
wanna know more about delivery period find some information,delivery_period
help to see the early exit fee,check_cancellation_fee
could i remove my standard account,delete_account
i have put the old address by mistkae help me modifying it,change_shipping_address
i dont know what i need to do to close a account type account,delete_account
help me to see when my purchase is gonn arrive,delivery_period
check termnation charge,check_cancellation_fee
can i unsubscribe to the corporate newsletter?,newsletter_subscription
i have got to see your money back policy,check_refund_policy
i have to see when my purchase is going to arrive help me,delivery_period
correcting infornation on freemium account,edit_account
i want to change to the gold account help me,switch_account
i want assistance with my onlinhe registration,registration_problems
deit purchase order number,change_order
i try to see the rebate status,track_refund
could you help me write a review for your services?,review
help changing to the standard account,switch_account
i dont know what i have to do to receive a compensation,get_refund
i need to see your available payment options how to do it?,check_payment_methods
open a standard acocunt,create_account
where could i see the eta of order order number,track_order
i want help to change to the account category account,switch_account
i want to know if there is anything wrong with my refund,track_refund
i try to leave some feedback about your services,review
i lost bill 12588 could ya mail it to me,get_invoice
how can i know if there is anything wrong with my refund,track_refund
ii have got to chat with an operator,contact_human_agent
i dont know what i have to do to open a pro account,create_account
order order number status,track_order
can you tell me more about my newsletter subscription?,newsletter_subscription
i have got toreport an issue with online payment,payment_issue
i want to track my rebate i need assistance,track_refund
i need help to switch a product of purchase order number,change_order
i paid currency symbolrefund amount for this purchase i have to get a damn refund,get_refund
how to open a account type account for my fiance,create_account
need aasistance reporting a problem with goddamn signup,registration_problems
can you help me checking when will my purchase arrive?,delivery_period
i do not know what i have to do to ask for a rebate of money,get_refund
help informing of an error with online payments,payment_issue
i have got to earn several items how can i do it?,place_order
i want help to see the termination penalty,check_cancellation_fee
wanna look for the bill 85632 how do i do it,check_invoice
edting info on standard account,edit_account
do uhave a tollfree number to talk to customer assistance,contact_customer_service
i call to check how soon can i expect my package,delivery_period
im waiting for a rebate of refund amount dollars,track_refund
im waiting for a ocmpensation of refund amount dollars,track_refund
i need assistance to chat with an operator,contact_human_agent
you are not being helpful help chatting with a human agent,contact_human_agent
i have got to swap something of order order number help em,change_order
i have to see how soon can i expect the article help me,delivery_period
is it possible to get a refund of money,get_refund
i do not knw what to do to cancel my pro account,delete_account
how can i report troubles with online payment?,payment_issue
where to change the address,change_shipping_address
will you tell me what hours i can contact customer support?,contact_customer_service
i have to enter the secondary shipping dadress i need help,set_up_shipping_address
i am trying to notify of registration issues,registration_problems
want help seeing in which cases can i ask for a refund,check_refund_policy
need help to check ur accepted payment modalities,check_payment_methods
i want help seeing the available payment options,check_payment_methods
could i sawitch to the pro account,switch_account
need help checking what hours customerservice available is,contact_customer_service
someone has stolen my pin code how could i retrieve it?,recover_password
help to purchase something,place_order
i have to enter the shipping address how do i do it?,set_up_shipping_address
i dont know what to do to call customer support,contact_customer_service
problems with my pin retrieval,recover_password
how could i change to the account type account,switch_account
help to purchase some products,place_order
would it be possible to notify of signup problems ?,registration_problems
what do i need to do to notify of a payment error?,payment_issue
can uhelp me take a quick look at my invoice 00108,check_invoice
uare not helpful help me talk wity a bloody assistant,contact_human_agent
how do i add some articles to purchase order number?,change_order
what do i have to do to remove a account category account,delete_account
i do not know what to do to get compensations,get_refund
i want help listing your allowed payment methods,check_payment_methods
can i check what hours customer service available is?,contact_customer_service
where to report an error with a signup?,registration_problems
tell me what hours i can get in touch with customer support,contact_customer_service
how do i cancel order order number,cancel_order
i want information about my access key recovery,recover_password
help me making a reclamation against ur organizatuon,complaint
i need supports correcting the shipping address,change_shipping_address
need help making an customer complaint against your business,complaint
can uhelp me use the account category profile,switch_account
where can i see at what time i can reach customer assistance,contact_customer_service
where to acquire several items,place_order
i dont know what to do to obtain a compensation,get_refund
help to see in which cases can i ask for refunds,check_refund_policy
i need to acquire some of your item help me,place_order
i dont know what to do to inform of an error with a signup,registration_problems
how long does it take for a shipment to arrive,delivery_period
i need assistance to buy a few of ur item,place_order
i have an erroor trying to change the address,change_shipping_address
how can i see at what time i can contact customer service,contact_customer_service
i need to purchase several items how can i do it?,place_order
i need help lodging an reclamation against your company,complaint
there is an issue trying to correct the address,change_shipping_address
im waiting for an rebate of refund amount dollars,track_refund
checking status of refund,track_refund
how to see how soon can i expect the article?,delivery_period
find information about the termination of a standard account,delete_account
need help receiving the company newsletter,newsletter_subscription
i want help to inform of an issue with a signup,registration_problems
i want assistance to leave a comment,review
delete pro account,delete_account
how can i file a customer complaint against your company?,complaint
i would like to create a pro account how to do it?,create_account
help checking what hours i can reach customer support,contact_customer_service
want help to check in what cases can i request refunds,check_refund_policy
where can i check if there is anything enw on the refund?,track_refund
want assistance to leave a comment about ur services,review
i want help to recover the access key of my user account,recover_password
help to see when my purchase is going to arrive,delivery_period
i do not know hows i could open a standard account,create_account
question about the cancellation of a account category acclunt,delete_account
i want assistance resetting my key,recover_password
how to use the account category profile,switch_account
help me to downolad invoice 37777,get_invoice
i need help to change my shipping address,change_shipping_address
i do not know what i have to do to remove a damn account type account,delete_account
help me to set up a secondary shipping address,set_up_shipping_address
i want to locate invoice 00108  help me,check_invoice
customer assistance mail address,contact_customer_service
contacting agent,contact_human_agent
how to report a problem with registrations?,registration_problems
i need help downloading my invoice 12588,get_invoice
i do not know what to do to notify of a registration error,registration_problems
can i delete several products from order order number?,change_order
im trying to enter an shipping address,set_up_shipping_address
i cant speak with a person,contact_human_agent
check the bill from person name,check_invoice
where do i inform of signup issues?,registration_problems
wanna report a trouble with online payments,payment_issue
i want assistance checking when my order is going to arrive,delivery_period
i want to see the options for shipment help me,delivery_options
i have to contact a human agent,contact_human_agent
i cant unsubscribe from ur corporate newsletter,newsletter_subscription
help me to see at what time customer support available is,contact_customer_service
wanna see the eta of order order number how can i do it,track_order
assistance to request a rebate,get_refund
i need assistance editing my delivery address,change_shipping_address
is it possible to change to the account category account,switch_account
want assistance checking the eta of orfer order number,track_order
i want help trying to edit my delivery address,change_shipping_address
i dont know what i need to do to speak to customer service,contact_customer_service
assistance to modify my shipping address,change_shipping_address
i dont know what to do to inform of problems with payment,payment_issue
how can i inform of a payment issue?,payment_issue
i want to check how long the shipment takes,delivery_period
is it possible to ask for a rebate?,get_refund
what do i need to do to leave an opinion for a service,review
can uhelp me check what hours customer support available is,contact_customer_service
help to see what hours i can reach customer assistance,contact_customer_service
how to check the accepted payment methods,check_payment_methods
i would like to send my goddamn feedback help me,review
i try to see th accepted payment options,check_payment_methods
i dont know how i can submit a delivery address,set_up_shipping_address
i need help retrieving my goddamn account password,recover_password
i am trying to find information about modifying the address,change_shipping_address
modify data on account type account,edit_account
i would like to acquire something how to do it?,place_order
wanna cange an item of order order number how could i do it,change_order
see the bills frmo person name,check_invoice
wanna report problems with online payment,payment_issue
i want assistance to list the allowed payment methods,check_payment_methods
where can i lodge a fucking reclamation?,complaint
i don want order order number id like to cancel it,cancel_order
assistance changing to the premium account,switch_account
i do not understand anything ya say direct tome someone,contact_human_agent
i have to set a shipping address up i need assistance,set_up_shipping_address
i want help notifying of an error with online payment,payment_issue
how can i check the refund current status?,track_refund
i am looking for information about the delivery period,delivery_period
i need to contact customer assistance how to do it?,contact_customer_service
how to check how soon can i expect my parcel?,delivery_period
i want to know more about my newsletter subscription,newsletter_subscription
is it possible to list your available payment methods?,check_payment_methods
i need assistance modifying the delivery address,change_shipping_address
can you help me to order some articles?,place_order
correct info on standard account,edit_account
i want to sign up to the newsletter can i get some help?,newsletter_subscription
could ya help me inform of troubles with payments,payment_issue
help me to make a claim against your compay,complaint
help me to check how long reimbursements usuaoly take,check_refund_policy
i lost my invoices from person name show them to me,check_invoice
what do i need to do to change to hte account type account,switch_account
new pro account,create_account
mail me the invoice from person name,get_invoice
can uhelp me buying an artikcle,place_order
what do i need to do to check your accepted payment methods?,check_payment_methods
i want assistance entering a different shipping address,set_up_shipping_address
can you help me updating the shipping address?,change_shipping_address
can you help me contact somebody?,contact_human_agent
where to check what payment methods are allowed?,check_payment_methods
i dont know what i need to do to delete a account category account,delete_account
how to cancel the subscription to ur company newsletter,newsletter_subscription
i have to check how long reufnds take how to do it,check_refund_policy
i have got toedit the address,change_shipping_address
support setting another shipping address up,set_up_shipping_address
i am trying to check what hours i can call customer support,contact_customer_service
i awnt assistance finding my invoice 37777,check_invoice
checking invoices from last purchase,check_invoice
see under what circumstances can i ask for a refund,check_refund_policy
wanna see bill 37777,check_invoice
i need help to get my invoices from person name,get_invoice
i want to leave some feedback for a product i need help,review
where do i get rebates of my money?,get_refund
see bill 12588,check_invoice
i want assistance to notify of troubles with payment,payment_issue
i want help notifying of a payment problem,payment_issue
help seeing the termination fee,check_cancellation_fee
can you tell me moreabout editing the delivery address?,change_shipping_address
new standard account,create_account
i dont know how i can leave my feedback for your services,review
can i see how long the shipping takes?,delivery_period
how to use the gold profile?,switch_account
can uhelp me subscribing to the copany newsletter,newsletter_subscription
help me order solme of ur article,place_order
where do i subscribe to ur corporate newsletter,newsletter_subscription
help me checking in what cases can i ask for reimbursements,check_refund_policy
need to see the allowed payment options can uhelp me,check_payment_methods
modiby data on account type account,edit_account
can uhelp me seeing the cancellation charge,check_cancellation_fee
can i cancel the bloody usbscription to ur newsletter,newsletter_subscription
how do i shop some products,place_order
do you have a section to submit some feedback for a service?,review
i do not know how i can see what shipment methods you offer,delivery_options
can ya help me to wrtie a comment for a service,review
assistance recovering my user account pin,recover_password
i have got to use the bloody account category profile i need help,switch_account
want assistance to submit feedback about ur products,review
supports editnig my delivery address,change_shipping_address
assistance to dowmload the invoice from person name,get_invoice
can ya send me the goddamn bills from person name,get_invoice
need help submitting bloody feedback for a service,review
i chose a wrong shipping address how do i update it?,change_shipping_address
i have to leave some feedback about a product help me,review
show me the withdrawal charges,check_cancellation_fee
creating new platinum account,create_account
need assistance changing the details on my profile,edit_account
do you deliver to delivery city?,delivery_options
wanna locate the ivoice from person name can i get some help,check_invoice
i dont know how to see the accepted payment options,check_payment_methods
i have to find the biol 12588 how to do it,check_invoice
there is an error trying to update my address,change_shipping_address
i dont know what to do to file a recpamation,complaint
i do not know how to close my account type account,delete_account
i dont know what i need to do to change to the pro account,switch_account
help to report a problem with a registration,registration_problems
i want help checking the early exit penalties,check_cancellation_fee
i do not know what to do to speak to an agent,contact_human_agent
need help to lodge a complaint against your organization,complaint
help to modiy the address,change_shipping_address
inform of error with online payments,payment_issue
how do i create a freemium account,create_account
errors setting up a damn delivery address,set_up_shipping_address
send me bill from person name,get_invoice
i cannot switch to the standard account,switch_account
need assistance solving an issue with online paymenst,payment_issue
i have got to download invoice 12588 how can i do it?,get_invoice
can ya hepl me see when will my item arrive,delivery_period
where do i lodge a complaint against your company?,complaint
want help chceking invoice 85632,check_invoice
i want help to check the bloody shipment methods,delivery_options
im trying to notify of problems with payments,payment_issue
do ya have an email to submit a comment for a service,review
want assistance to ask for a restitution of my money,get_refund
i cant create a profile i want to inform of signup issues,registration_problems
need help to cancel the company newslette subscription,newsletter_subscription
i need assistance to check when will my product arrive,delivery_period
how could i check your money back guarantee?,check_refund_policy
can i send some feedback for a product,review
is it possible to download my bills from person name?,get_invoice
anything new on the refund,track_refund
you arent helpful how can i chat wiuth someone?,contact_human_agent
cancel account category account,delete_account
i cannot create a user notify of a signup error,registration_problems
do you ship to delivery country?,delivery_options
i have got to see the available payment methods,check_payment_methods
see the invoice 12588,check_invoice
i try to ask for a refund of my money,get_refund
i dont know what i need to do to download the invoice 00108,get_invoice
where can i shop a few of ur article,place_order
i dont know how to check the bloody shipping options,delivery_options
how to see at what time i can reach customer support,contact_customer_service
i cant make a payment how do i notify of fucking errors?,payment_issue
i need help submitting my secondary shipping address,set_up_shipping_address
can ya help me receive ur company newsletter,newsletter_subscription
use pro acdcount,switch_account
could you help me to see the status of the reimbursement?,track_refund
problem with creatingmy account type account,create_account
i have to sign up to the newsletter i need help,newsletter_subscription
where can i enter my new shipping address?,set_up_shipping_address
i dont know how i can list the accepted payment methods,check_payment_methods
i want to report payment errors,payment_issue
want assistance solving an error with payment,payment_issue
why i cant enter the secondary delivery address valid,set_up_shipping_address
assistance contacting customer service,contact_customer_service
can you help me to lodge a customer reclamation?,complaint
i dont know wha i have to do to locate my bill 00108,check_invoice
modify information on gold account,edit_account
i have a problem setting a secondary shipping address up,set_up_shipping_address
need assistance leaving a commnet for your services,review
i try to leave some feedback about a product,review
would it be possible to inform of damn errors with payments?,payment_issue
errors setting up the shipping address,set_up_shipping_address
issues with payments,payment_issue
help me check in which cases can i ask to be reimbursed,check_refund_policy
i want assistance to check the available payment modalities,check_payment_methods
i would like to send my feedback for a product help me,review
where can i lodge a customer reclaation against ur business,complaint
need to locate my invoice 37777 how do i do it,check_invoice
help me checking the withdrawal fee,check_cancellation_fee
i try to see if there are any news on my reimbursement,track_refund
i dont know what to do to seeorder order number status,track_order
i have paid currency symbolrefund amount ofr this product i need my money back,get_refund
where can i check themethods for shipment,delivery_options
need help signing up to the newsletter,newsletter_subscription
i have to get my damn invoice from person name i need help,get_invoice
know if there is anything new on the rebate,track_refund
want help leaving some damn feedback fora product,review
correct information on platinum account,edit_account
how can i find information about my premium account removal?,delete_account
i cannot find anything about the early termination charges,check_cancellation_fee
need to see what hours i can contacy customer assistance,contact_customer_service
i have paid currency symbolrefund amount for a product i have to get a rebate,get_refund
how can i cancel my subscription to the newsletter?,newsletter_subscription
help me check my invoices from person name,check_invoice
i cant find anything about the cancellation fees,check_cancellation_fee
changing information on pro account,edit_account
i cant afford my last item cancel purchase order number,cancel_order
i dont know what i have to do to reset the pin of my user,recover_password
i cant locate purchase order number,track_order
need help to see when my product is gonna arrive,delivery_period
i need to see if there are any news on the refund help me,track_refund
find inormation about creating standard accounts,create_account
i have to check ur refund policy can i get some help,check_refund_policy
want assistance to see what shipment methods are there,delivery_options
what do i have to do to see the withdrawal charge?,check_cancellation_fee
can you helo me switch something of order order number?,change_order
i need assistance with adding a product to purchase order number,change_order
i need help to edit purchase order number,change_order
check under which circumstances can i request refunds,check_refund_policy
where can i report a problem with online payments?,payment_issue
i do not know how i could download the invoice 85632,get_invoice
where can i shop several of your article?,place_order
i do not know how to download my bill 00108,get_invoice
i dont know what to do to delete the freemium account,delete_account
could i talk to customer support?,contact_customer_service
supports editing the address,change_shipping_address
i want to see the withdrawal penalties i need assistance,check_cancellation_fee
help me to file a customer claim,complaint
how to speak to someone?,contact_human_agent
could you help me updating the address?,change_shipping_address
i do not know what i need to do to talk with a person,contact_human_agent
is it possible to set my delivery address up?,set_up_shipping_address
i have to see your refund policy will you help me?,check_refund_policy
need help seeing in what cases can i ask for reimbursements,check_refund_policy
i need to track purchase order number how to do it?,track_order
edit gold account,edit_account
i would like to talk with a person how do i do it?,contact_human_agent
i try to talk to damn customer support,contact_customer_service
could you help me to submit the secondary delivery address?,set_up_shipping_address
changing info on pro account,edit_account
i paid currency symbolrefund amount for this article i need help getting a refund,get_refund
can you help me to buy some articles?,place_order
correct data on account type account,edit_account
i need help to leave my feedback for a product,review
where to ese how long the delivery takes,delivery_period
assistance to check how soon can i exepct the purchase,delivery_period
i needhelp to get my invoices from person name,get_invoice
i have got to open a new bloody account type account i need help,create_account
i dont know how to get in touch with customer assistance,contact_customer_service
i dont know how i could cancel purchase order number,cancel_order
can uhelp me cancellimg the subscription to the newsletter,newsletter_subscription
how do i talk to damn customner support?,contact_customer_service
i need to call customer support how do i do it?,contact_customer_service
i dont know what to do to chat with somebody,contact_human_agent
get money back,get_refund
i do not have a account type account yet i try to register,create_account
give me information about the deletion of my standardaccount,delete_account
i dont know how i can report an error with registrations,registration_problems
check order status,track_order
im waiting for an goddamn restitution of refund amount dollars,track_refund
want help seeing in which cases can i requesr a refund,check_refund_policy
i dont know what i have to do to get my invoice 00108,get_invoice
how could i switch some products of order order number?,change_order
change information on pro account,edit_account
is it possible to restore my fucking user key?,recover_password
i have to see what payment payment modalities are accepted,check_payment_methods
help with adding several damn articles to order order number,change_order
i want assistance to reset the pin of my profile,recover_password
what do i have to do to chat with an operator?,contact_human_agent
have a problem with canceling order order number,cancel_order
need help to send some feedabck about ur products,review
i have to see in what situations can i ask for a refund,check_refund_policy
question about a forgotten key,recover_password
could i check when my package is gonna arive,delivery_period
open a premium acount for my dad,create_account
uare not ehlpful i need assistance to speak to a person,contact_human_agent
need assistance to check the eta of purchase order number,track_order
is it possible to request reimbursements of money?,get_refund
can i report errors with a signup,registration_problems
i need assistance to get the damn bills from person name,get_invoice
want help signing up to your newsletter,newsletter_subscription
i want help to subscribe to the goddamn corporate newsletter,newsletter_subscription
what do i have to do to list the allowed payment methods?,check_payment_methods
can i cxheck in which cases can i ask for refunds,check_refund_policy
can you help me speaking with customer service?,contact_customer_service
i want assistance checking when will my parcel arrive,delivery_period
i have issues entering a new delivery address,set_up_shipping_address
problem with account category account cancellations,delete_account
what do i have to do to sign up to the corporate newsletter?,newsletter_subscription
how do i sign up to the company newsletter?,newsletter_subscription
i want to see your refund policy,check_refund_policy
how can i contact a live agent,contact_human_agent
i want help seeing in which cases can i ask to be refunded,check_refund_policy
i cant change my delivery address,change_shipping_address
i dont know what i have to do to obtain a compensation,get_refund
want help shopping several of your item,place_order
help me speaking with a goddamn agent,contact_human_agent
how to change several products of order order number?,change_order
show me at what time customer assistance available is,contact_customer_service
what do i have ti do to get a rebate of money?,get_refund
nmeed help opening a premium account,create_account
where do i see what hours i can contact customer service?,contact_customer_service
help canceling purchase order number,cancel_order
i have to check your payment methods how do i do it?,check_payment_methods
how can i see how long the shipping takes?,delivery_period
i cannot create a account category account,create_account
uhave a free number to speak to customer service,contact_customer_service
i have got to acquire some items i need help,place_order
is it possible to write a comment about your company?,review
there is an error setting up a secondary shipping address,set_up_shipping_address
can you show me the withdrawal charge?,check_cancellation_fee
i want assistance buying some of your product,place_order
help filing a reclamation against your business,complaint
need to set up the secondary shipping address,set_up_shipping_address
is it possible to submit feedback for ur services,review
checking order order number stagus,track_order
how do i unsubscriobe from ur newsletter,newsletter_subscription
could you help me submitting a delivery address?,set_up_shipping_address
where do i restore my pass?,recover_password
im trying to file a consumer reclamation against ur company,complaint
i do not know how i could see ur payment modalities,check_payment_methods
can you help me cancelling the account category account?,delete_account
i have got to purchase an article how do i do it?,place_order
i need help to set another shipping address pu,set_up_shipping_address
show me in which cases can i ask for refunds,check_refund_policy
i have to speak to customer service  can i get some help?,contact_customer_service
assistance restoring my user account access key,recover_password
wanna track purchase order number,track_order
creating premium account,create_account
i dont know how i can find my damn invoices from person name,check_invoice
can you hsow me how long it takes for the article to arrive?,delivery_period
i dont know how i can report a trouble with payments,payment_issue
how to speak with an agent,contact_human_agent
i aint happy with your service i want help filing a claim,complaint
wanna know about delivery periods give me some informtion,delivery_period
see the invoice 00108,check_invoice
what do i have to do to contact an agwnt,contact_human_agent
help me download the bill from person name,get_invoice
i need help seeing the delivery methods,delivery_options
need help to notify of a problem with a registration,registration_problems
i have a question about a goddamn shipping address change,change_shipping_address
tell me about a shipping address correction,change_shipping_address
i want to contact customer support can i get some help?,contact_customer_service
why i cant set up a secondary delivery address valid,set_up_shipping_address
i cannot afford order order number,cancel_order
help me cancel my standard account,delete_account
opdn standard account,create_account
i have issues trying to change the damn address,change_shipping_address
i am trying to see in what cases can i request a refund,check_refund_policy
i do not know what to doi to leave a review for ur company,review
modifying ddetails on gold account,edit_account
assistance to see ru accepted payment options,check_payment_methods
i have to see how long it takes for the shipment to arrive,delivery_period
where can i switch to the pro account,switch_account
making customer complaint against your company,complaint
is it possible to correct my delivery address?,change_shipping_address
i need to talk to an operator could i get some help?,contact_human_agent
what is your damn customer assistance number?,contact_customer_service
could i see in which cases can i request a fucking refund?,check_refund_policy
i dont know what to do to cancel my account category account,delete_account
check invoice from june,check_invoice
i dont know how to remove the account category account,delete_account
i am experiencing registration issues,registration_problems
help notifying of problems with payment,payment_issue
is it possible to check the early termination charge?,check_cancellation_fee
i need to leave my feedback about a service,review
can you help me seeing the invoices from person name?,check_invoice
where can i order some articles?,place_order
where can i update the shipping address?,change_shipping_address
could you help me receiving the corporate newsletter?,newsletter_subscription
want assistance t switch to the account category account,switch_account
i odnt know how i can look for my invoice 12588,check_invoice
help me set up the shipping address,set_up_shipping_address
help to see what hours i can contact customer support,contact_customer_service
assistance to see in which cases can i ask for refunds,check_refund_policy
i need help to see what hours customer support azvailable is,contact_customer_service
need to know if there is anything new on the restitution,track_refund
i need help resetting my user profile access key,recover_password
take a quick look at my invoices from person name,check_invoice
can you help me check in which cases can i ask for refunds?,check_refund_policy
i want hwlp to correct the shipping address,change_shipping_address
i need assistance retsoring the fucking key of my user,recover_password
i need to set up my new delivery address,set_up_shipping_address
i have got to submit my feedback,review
help me to receive the bloody newsletter,newsletter_subscription
i want help to ask for compensatiuons,get_refund
i do not know what i need to do to set up a delivery address,set_up_shipping_address
i dont know how to inform of payment errors,payment_issue
assistance to sign up to ur corporate newsletter,newsletter_subscription
i want help checking how soon can i expect the delivery,delivery_period
could you help me unsubscribing to the company newsletter?,newsletter_subscription
i want assistance acquiring some of ur article,place_order
i have got to inform of problems with registrations help me,registration_problems
help me to use the account category profile,switch_account
how do i make a complaint against your business?,complaint
how can i send some feedback about a product?,review
need help to check order order number current status,track_order
need to make a complaint,complaint
i have got to check the invoices from person name,check_invoice
help me to add several items to order order number,change_order
can ya help me ask for restitutions of my money,get_refund
how can i see my compensation current status,track_refund
i have got to shop some of ur product,place_order
can you help me correct my delivery address?,change_shipping_address
need help to get a copmpensation of money,get_refund
is it possible to notify of an issue with signup,registration_problems
i have a questioln about my standard account cancellation,delete_account
how can i cancel a platinum account?,delete_account
can i see what hours i can contact customer support?,contact_customer_service
i cannot find the early termination fees,check_cancellation_fee
delete account,delete_account
i do not know what to do to inform of a payment issue,payment_issue
i am looking for the shipping periods i need assistance,delivery_period
i dont know whatto do to modify my address,change_shipping_address
i need help ot file a complaint against your company,complaint
i dont know what to do to file a claim against your company,complaint
i dont know what i need to do to purchase some products,place_order
how can i submit some feedback forur services,review
how to know if there are any updates on my reimbursement?,track_refund
how could i speak to an agent?,contact_human_agent
i cant see if there is anything new on the refund,track_refund
i do not know how i could write an opinion for a product,review
i have to see the shipping options i need help,delivery_options
wanna check ur money back guarantee how can i do it,check_refund_policy
i have got to see the delivery methods how to do it?,delivery_options
i want to enter my delivery address,set_up_shipping_address
help to leave an opinion for your products,review
any news on my bloody reimbursement,track_refund
help updating my address,change_shipping_address
switch to thepremium account,switch_account
i want assistance reporting a trouble with payment,payment_issue
problem with my forgotten pin,recover_password
need help to check what methods for delivery i have,delivery_options
checking invoice from last purchase,check_invoice
help with opening a account type account,create_account
what are your bloody payment methods?,check_payment_methods
i need assistance to open a account category account for my dad,create_account
id like to receive the company newsletter could ya help me,newsletter_subscription
i dont know how to send feedback for a service,review
wanna see the early termination charge,check_cancellation_fee
i want to see when will my product arrive,delivery_period
i dont know what to do to locate my bill from person name,check_invoice
how do i speak with customer support?,contact_customer_service
wanna see the withdrawal charges how can i do it,check_cancellation_fee
i paid currency symbolrefund amount for a product help me get a fucking rebate,get_refund
where do i restore the password ofmy account,recover_password
chnge data on standard account,edit_account
i have got to acquire a few of u article,place_order
is there an email to submit a comment for your services?,review
editing account category account,edit_account
where do i check what hours i can call customer service,contact_customer_service
is it possible to neter a goddamn shipping address,set_up_shipping_address
i cannot pay help reporting goddamn problems with payments,payment_issue
help updating purchase order number,change_order
problem with the termination of my account category account,delete_account
assistance correcting the damn data on my user account,edit_account
i dont know what i havr to do to download the invoice 00108,get_invoice
showing me purchase order number current status,track_order
help calling customer support,contact_customer_service
i want help to purchase several damn products,place_order
help me to unsubscribe to your company newsletter,newsletter_subscription
what do i need to do to chat with a human agent ?,contact_human_agent
i have to get the goddamn bill from person name help me,get_invoice
help me speaking to a live agent,contact_human_agent
can you help me to reset the pin code of my user?,recover_password
how do i update my delivery address?,change_shipping_address
i need to remove an article from purchase order number,change_order
is it possible to order several of ur product,place_order
i have to call customer service,contact_customer_service
i want help seeing purchase order number curtent status,track_order
want assistance deleting some items from order order number,change_order
i want assistance checking the termination penalties,check_cancellation_fee
help me to check in what cases can i request a refund,check_refund_policy
help me to see when will my item arrive,delivery_period
need support trying to modifythe address,change_shipping_address
i have to check the invoice from person name,check_invoice
need to sign up to the corporate newsletter how can i do it,newsletter_subscription
i have sisues setting up my secondary shipping address,set_up_shipping_address
wanna earn an article i need asisstance,place_order
